,label,category,sim_bow,walks_bow,walks_skp,fingers_bow
731,tile_roof,object,"[('cart', 0.79), ('deck', 0.79), ('rope', 0.77), ('kayak', 0.76)]","[('sliding', 0.78), ('walkway', 0.76), ('trunk', 0.75), ('rope', 0.75)]","[('tray', 0.75), ('walkway', 0.74), ('lined', 0.74), ('chimney', 0.73)]","[('rope', 0.77), ('trunk', 0.77), ('shaft', 0.76), ('deck', 0.76)]"
732,mask,object,"[('rod', 0.73), ('jacket', 0.72), ('kryptonite', 0.71), ('paint', 0.71)]","[('sliding', 0.71), ('pulls', 0.7), ('blows', 0.7), ('slip', 0.68)]","[('slip', 0.65), ('tripping', 0.63), ('thumbs', 0.63), ('flipping', 0.63)]","[('padded', 0.74), ('pedal', 0.73), ('powder', 0.73), ('dye', 0.73)]"
733,Petri_dish,object,"[('sushi', 0.85), ('pastry', 0.84), ('dessert', 0.83), ('mayonnaise', 0.83)]","[('sushi', 0.76), ('sauces', 0.75), ('pizza', 0.74), ('peas', 0.74)]","[('rambla', 0.7), ('luge', 0.68), ('casserole', 0.67), ('fou', 0.67)]","[('pizza', 0.79), ('pastry', 0.77), ('kimchi', 0.77), ('sauce', 0.76)]"
734,football_helmet,object,"[('bowling', 0.69), ('lineman', 0.69), ('soccer', 0.67), ('basketball', 0.67)]","[('kicking', 0.72), ('bowling', 0.67), ('hook', 0.67), ('puck', 0.67)]","[('cfl', 0.79), ('goaltender', 0.74), ('kicker', 0.74), ('fullback', 0.74)]","[('hook', 0.72), ('puck', 0.66), ('ribbon', 0.66), ('mouthpiece', 0.66)]"
735,bathing_cap,object,"[('crab', 0.83), ('nut', 0.79), ('padded', 0.79), ('chestnut', 0.78)]","[('padded', 0.77), ('dirt', 0.74), ('leaping', 0.73), ('crawling', 0.73)]","[('cages', 0.74), ('backcountry', 0.72), ('piste', 0.71), ('crammed', 0.69)]","[('padded', 0.84), ('hook', 0.77), ('skis', 0.76), ('underneath', 0.76)]"
736,teddy,object,"[('wynette', 0.8), ('loretta', 0.8), ('paddy', 0.8), ('roach', 0.8)]","[('roach', 0.66), ('pumpkins', 0.65), ('flyers', 0.65), ('wakko', 0.64)]","[('pumpkins', 0.69), ('grandpa', 0.68), ('beanstalk', 0.68), ('smokey', 0.68)]","[('hook', 0.71), ('hammers', 0.7), ('woodwinds', 0.69), ('padded', 0.69)]"
737,pop_bottle,object,"[('jam', 0.72), ('boogie', 0.72), ('loud', 0.72), ('cream', 0.71)]","[('loud', 0.69), ('boogie', 0.69), ('mixes', 0.68), ('popping', 0.68)]","[('dixieland', 0.7), ('pops', 0.69), ('topping', 0.68), ('fairway', 0.67)]","[('hook', 0.73), ('pedal', 0.72), ('sticky', 0.72), ('popping', 0.71)]"
738,photocopier,object,"[('tumbler', 0.76), ('implantable', 0.76), ('pata', 0.76), ('interventional', 0.76)]","[('knobs', 0.67), ('curbs', 0.66), ('secretarial', 0.66), ('cushioned', 0.65)]","[('lineups', 0.74), ('shuffles', 0.72), ('shoppers', 0.72), ('minidv', 0.71)]","[('hammers', 0.72), ('cushioned', 0.71), ('brushes', 0.71), ('tunable', 0.7)]"
739,crossword_puzzle,object,"[('jigsaw', 0.75), ('jabberwocky', 0.72), ('puzzles', 0.72), ('gomoku', 0.7)]","[('puzzles', 0.68), ('jigsaw', 0.65), ('guessing', 0.65), ('photorealistic', 0.64)]","[('puzzles', 0.78), ('jigsaw', 0.78), ('recreations', 0.74), ('craps', 0.73)]","[('tab', 0.69), ('phong', 0.67), ('whammy', 0.67), ('chorded', 0.67)]"
740,golf_ball,object,"[('bowling', 0.81), ('kick', 0.76), ('billiards', 0.73), ('cue', 0.72)]","[('kicking', 0.77), ('bowling', 0.73), ('kick', 0.7), ('kicks', 0.68)]","[('kicks', 0.75), ('kicking', 0.74), ('kickoffs', 0.74), ('kicker', 0.73)]","[('kick', 0.75), ('kicking', 0.73), ('cue', 0.73), ('bowling', 0.73)]"
741,trifle,object,"[('tagliatelle', 0.92), ('oncifelis', 0.92), ('cozze', 0.92), ('gorgonzola', 0.91)]","[('smeared', 0.77), ('seeps', 0.76), ('knobs', 0.74), ('suckers', 0.74)]","[('bathroom', 0.73), ('egun', 0.7), ('kneel', 0.7), ('nods', 0.7)]","[('grunting', 0.78), ('pbr', 0.76), ('knobs', 0.76), ('scallop', 0.76)]"
742,suit,object,"[('lawsuit', 0.67), ('tie', 0.6), ('contract', 0.59), ('suits', 0.57)]","[('taxi', 0.58), ('blows', 0.58), ('charging', 0.57), ('shut', 0.57)]","[('outs', 0.62), ('bets', 0.6), ('betting', 0.6), ('bidding', 0.59)]","[('hook', 0.61), ('pads', 0.6), ('bolt', 0.6), ('pressing', 0.59)]"
743,water_tower,object,"[('dam', 0.71), ('ceiling', 0.71), ('reservoir', 0.71), ('pond', 0.7)]","[('tunnels', 0.73), ('inlet', 0.72), ('ceiling', 0.72), ('downstream', 0.71)]","[('walkway', 0.71), ('eastbound', 0.69), ('sidewalks', 0.68), ('shuttles', 0.68)]","[('ceiling', 0.77), ('sediment', 0.75), ('roof', 0.75), ('inlet', 0.74)]"
744,feather_boa,object,"[('bulldog', 0.85), ('doo', 0.84), ('grosbeak', 0.84), ('plum', 0.84)]","[('crab', 0.78), ('strawberry', 0.78), ('yerba', 0.78), ('poplar', 0.77)]","[('ermine', 0.8), ('fillets', 0.8), ('trot', 0.78), ('daisies', 0.78)]","[('crab', 0.8), ('wavy', 0.79), ('bellied', 0.79), ('plum', 0.78)]"
745,cloak,object,"[('robe', 0.82), ('dagger', 0.78), ('trousers', 0.78), ('spear', 0.77)]","[('blows', 0.7), ('shoulders', 0.7), ('sneak', 0.7), ('leaping', 0.68)]","[('knees', 0.7), ('shoulders', 0.69), ('waist', 0.69), ('forearm', 0.67)]","[('padded', 0.78), ('hook', 0.74), ('neck', 0.72), ('shoulders', 0.72)]"
746,red_wine,object,"[('yellow', 0.76), ('bread', 0.74), ('grapes', 0.71), ('purple', 0.69)]","[('leaves', 0.67), ('dried', 0.67), ('dyed', 0.66), ('soaked', 0.65)]","[('bread', 0.65), ('sprinkled', 0.65), ('dyed', 0.64), ('cakes', 0.63)]","[('yellow', 0.74), ('bamboo', 0.7), ('thick', 0.7), ('purple', 0.7)]"
747,shield,object,"[('helmet', 0.78), ('bow', 0.72), ('roof', 0.71), ('nose', 0.69)]","[('sliding', 0.68), ('walking', 0.68), ('trunk', 0.67), ('lined', 0.66)]","[('waist', 0.65), ('cages', 0.62), ('hips', 0.62), ('shoulders', 0.6)]","[('tail', 0.74), ('conical', 0.72), ('neck', 0.71), ('mounted', 0.71)]"
748,Christmas_stocking,object,"[('afternoons', 0.69), ('chestnut', 0.69), ('halloween', 0.67), ('mardi', 0.67)]","[('afternoons', 0.69), ('tents', 0.64), ('rushes', 0.63), ('sunny', 0.63)]","[('mondays', 0.76), ('fridays', 0.76), ('weekday', 0.74), ('wednesdays', 0.73)]","[('sleeves', 0.71), ('padded', 0.71), ('flashing', 0.7), ('paws', 0.69)]"
749,menu,object,"[('menus', 0.82), ('cookie', 0.79), ('folder', 0.74), ('click', 0.74)]","[('hack', 0.65), ('lifts', 0.64), ('typing', 0.62), ('sliding', 0.62)]","[('menus', 0.67), ('clicking', 0.64), ('jumps', 0.61), ('tumbling', 0.59)]","[('scrolling', 0.72), ('buttons', 0.7), ('folding', 0.7), ('cursor', 0.69)]"
750,stage,object,"[('scene', 0.65), ('recording', 0.57), ('step', 0.56), ('studio', 0.56)]","[('moves', 0.56), ('turns', 0.55), ('folded', 0.55), ('rolled', 0.54)]","[('finishing', 0.59), ('performing', 0.58), ('screenings', 0.58), ('backstage', 0.57)]","[('spinning', 0.61), ('slide', 0.61), ('valve', 0.6), ('pedals', 0.6)]"
751,bonnet,object,"[('dominique', 0.76), ('bovary', 0.76), ('rohmer', 0.76), ('krause', 0.76)]","[('loaned', 0.66), ('smeared', 0.65), ('sandberg', 0.65), ('hobsbawm', 0.65)]","[('rhees', 0.66), ('crelle', 0.65), ('hasse', 0.65), ('riccati', 0.65)]","[('rifled', 0.67), ('bodywork', 0.64), ('straps', 0.64), ('jacquard', 0.63)]"
752,meat_loaf,object,"[('pork', 0.85), ('honey', 0.85), ('bread', 0.84), ('milk', 0.83)]","[('baked', 0.82), ('cooked', 0.81), ('canned', 0.81), ('beans', 0.81)]","[('cakes', 0.8), ('nectar', 0.78), ('unleavened', 0.78), ('cooked', 0.77)]","[('pork', 0.85), ('paste', 0.85), ('jelly', 0.84), ('dried', 0.83)]"
753,baseball,object,"[('nba', 0.8), ('basketball', 0.78), ('football', 0.75), ('tennis', 0.74)]","[('softball', 0.58), ('rushing', 0.58), ('basketball', 0.56), ('mlb', 0.56)]","[('pitchers', 0.66), ('football', 0.66), ('roster', 0.65), ('softball', 0.65)]","[('rushing', 0.58), ('kicking', 0.58), ('nhl', 0.57), ('pitching', 0.57)]"
754,face_powder,object,"[('nose', 0.82), ('rope', 0.78), ('bag', 0.78), ('belly', 0.78)]","[('sliding', 0.79), ('blows', 0.78), ('blowing', 0.77), ('dirt', 0.76)]","[('snapping', 0.75), ('bounces', 0.75), ('backhand', 0.75), ('wrists', 0.74)]","[('neck', 0.78), ('rope', 0.77), ('tail', 0.76), ('muzzle', 0.75)]"
755,scabbard,object,"[('summoner', 0.75), ('joram', 0.74), ('fenrir', 0.74), ('kingu', 0.73)]","[('staring', 0.71), ('seeps', 0.69), ('midline', 0.68), ('butts', 0.68)]","[('forearm', 0.77), ('wrists', 0.76), ('thumbs', 0.75), ('forearms', 0.74)]","[('padded', 0.74), ('flick', 0.72), ('rudder', 0.72), ('teflon', 0.71)]"
756,sunscreen,object,"[('chloroquine', 0.86), ('stuttering', 0.85), ('waterborne', 0.85), ('methylphenidate', 0.85)]","[('hopped', 0.72), ('seeps', 0.7), ('drips', 0.7), ('knobs', 0.69)]","[('cages', 0.75), ('workout', 0.75), ('cushions', 0.74), ('coagulate', 0.74)]","[('grunting', 0.73), ('ultrasonic', 0.72), ('scallop', 0.72), ('spars', 0.72)]"
757,beer_glass,object,"[('cheese', 0.83), ('chocolate', 0.83), ('leather', 0.82), ('cloth', 0.81)]","[('cloth', 0.77), ('cans', 0.76), ('baking', 0.75), ('boiled', 0.75)]","[('bottle', 0.71), ('cans', 0.69), ('cheese', 0.69), ('syrup', 0.68)]","[('plastic', 0.81), ('powder', 0.81), ('wax', 0.79), ('cloth', 0.77)]"
758,wool,object,"[('cotton', 0.88), ('sugar', 0.86), ('tin', 0.85), ('rubber', 0.85)]","[('silk', 0.7), ('baked', 0.7), ('rubber', 0.7), ('dried', 0.7)]","[('bushes', 0.66), ('weaving', 0.65), ('linen', 0.63), ('baskets', 0.63)]","[('rubber', 0.77), ('charcoal', 0.74), ('lime', 0.74), ('fermenting', 0.74)]"
759,hay,object,"[('moss', 0.73), ('rosemary', 0.73), ('marion', 0.73), ('barton', 0.73)]","[('bushes', 0.64), ('poplar', 0.63), ('rushes', 0.62), ('willamette', 0.62)]","[('bushes', 0.55), ('mornings', 0.55), ('afternoons', 0.54), ('lunch', 0.53)]","[('hook', 0.69), ('padded', 0.68), ('sticky', 0.67), ('ceilings', 0.66)]"
760,bow_tie,object,"[('stick', 0.81), ('throws', 0.81), ('rope', 0.8), ('kick', 0.8)]","[('throws', 0.81), ('stick', 0.77), ('rope', 0.77), ('throwing', 0.77)]","[('throws', 0.77), ('waist', 0.75), ('punt', 0.75), ('crossbar', 0.74)]","[('rope', 0.81), ('stick', 0.79), ('neck', 0.77), ('hook', 0.77)]"
761,water_jug,object,"[('lime', 0.79), ('nori', 0.76), ('crab', 0.76), ('seaweed', 0.76)]","[('melts', 0.75), ('digging', 0.74), ('soaked', 0.73), ('dirt', 0.72)]","[('backcountry', 0.74), ('pours', 0.73), ('snaps', 0.72), ('thaws', 0.72)]","[('sticky', 0.76), ('fins', 0.76), ('gravel', 0.75), ('vapour', 0.75)]"
762,bucket,object,"[('tray', 0.81), ('bottle', 0.8), ('flush', 0.8), ('jar', 0.79)]","[('sliding', 0.75), ('bouncing', 0.73), ('pulls', 0.73), ('lifts', 0.72)]","[('tray', 0.72), ('tripping', 0.72), ('tumbling', 0.72), ('slip', 0.7)]","[('padded', 0.78), ('hook', 0.78), ('pedal', 0.78), ('fingerboard', 0.76)]"
763,soup_bowl,object,"[('peppers', 0.77), ('chicken', 0.77), ('bowls', 0.76), ('cake', 0.75)]","[('bowls', 0.7), ('chicken', 0.7), ('peppers', 0.7), ('cake', 0.67)]","[('ham', 0.65), ('steamed', 0.65), ('pizza', 0.64), ('gelt', 0.63)]","[('hook', 0.73), ('peppers', 0.73), ('cake', 0.72), ('sticky', 0.72)]"
764,mortar,object,"[('hulls', 0.81), ('kilns', 0.77), ('slurry', 0.77), ('casings', 0.77)]","[('pits', 0.76), ('lifts', 0.73), ('ducts', 0.73), ('pipes', 0.72)]","[('racks', 0.71), ('angled', 0.69), ('roofs', 0.69), ('aisles', 0.68)]","[('fins', 0.79), ('hammers', 0.76), ('coated', 0.75), ('shells', 0.75)]"
765,trench_coat,object,"[('shield', 0.76), ('rim', 0.73), ('hind', 0.72), ('crest', 0.71)]","[('trunk', 0.73), ('underneath', 0.73), ('rim', 0.73), ('steep', 0.73)]","[('hips', 0.73), ('piste', 0.71), ('steeply', 0.71), ('corners', 0.7)]","[('rim', 0.76), ('tail', 0.74), ('shield', 0.73), ('underneath', 0.73)]"
766,paddle,object,"[('bevel', 0.82), ('canopy', 0.8), ('tubing', 0.8), ('mesh', 0.79)]","[('lifts', 0.75), ('fingerboard', 0.75), ('bouncing', 0.74), ('sliding', 0.72)]","[('angled', 0.7), ('looped', 0.7), ('tray', 0.69), ('flipping', 0.69)]","[('fins', 0.78), ('fingerboard', 0.76), ('pedal', 0.76), ('muzzle', 0.76)]"
767,chain,object,"[('cone', 0.68), ('stream', 0.67), ('filter', 0.64), ('curved', 0.64)]","[('sliding', 0.65), ('chains', 0.65), ('lifts', 0.63), ('ramps', 0.62)]","[('chains', 0.64), ('tumbling', 0.56), ('counterclockwise', 0.55), ('clockwise', 0.54)]","[('curved', 0.71), ('folding', 0.71), ('shaft', 0.7), ('conical', 0.7)]"
768,swab,object,"[('midges', 0.85), ('coelom', 0.84), ('myopathy', 0.84), ('infarction', 0.81)]","[('ureter', 0.73), ('diffuses', 0.72), ('dries', 0.72), ('decomposes', 0.71)]","[('coagulate', 0.77), ('arterioles', 0.75), ('midline', 0.75), ('ducts', 0.75)]","[('sticky', 0.75), ('vapour', 0.74), ('peritoneum', 0.74), ('enamel', 0.74)]"
769,mixing_bowl,object,"[('bowls', 0.67), ('trailing', 0.66), ('flashing', 0.66), ('roller', 0.65)]","[('trailing', 0.67), ('scratching', 0.66), ('flashing', 0.66), ('lifts', 0.65)]","[('shuffles', 0.65), ('rushes', 0.65), ('tumbling', 0.63), ('comebacks', 0.63)]","[('hammers', 0.73), ('flashing', 0.72), ('pedal', 0.71), ('sticky', 0.71)]"
770,wine_bottle,object,"[('boiled', 0.85), ('jelly', 0.84), ('honey', 0.84), ('dried', 0.83)]","[('boiled', 0.81), ('dried', 0.8), ('soaked', 0.8), ('baked', 0.77)]","[('dough', 0.71), ('cakes', 0.71), ('boiled', 0.7), ('cake', 0.7)]","[('dried', 0.81), ('soaked', 0.8), ('powder', 0.8), ('paste', 0.8)]"
771,bulletproof_vest,object,"[('vests', 0.85), ('trackball', 0.83), ('smythe', 0.83), ('guile', 0.82)]","[('knobs', 0.79), ('bmx', 0.78), ('stomp', 0.78), ('insufflated', 0.78)]","[('mallets', 0.81), ('seedy', 0.8), ('crouched', 0.8), ('curtains', 0.8)]","[('padded', 0.83), ('teflon', 0.79), ('fluke', 0.79), ('lengthwise', 0.79)]"
772,drilling_platform,object,"[('installation', 0.71), ('steering', 0.71), ('brakes', 0.69), ('fibre', 0.69)]","[('lifts', 0.69), ('ramps', 0.69), ('gears', 0.68), ('sliding', 0.67)]","[('centerline', 0.75), ('eastbound', 0.73), ('inbound', 0.73), ('unloading', 0.73)]","[('brakes', 0.74), ('steering', 0.74), ('gears', 0.72), ('fibre', 0.71)]"
773,binder,object,"[('atapi', 0.79), ('pokey', 0.78), ('carabiner', 0.78), ('beato', 0.78)]","[('sandpaper', 0.69), ('vats', 0.68), ('condenses', 0.68), ('ultrasonic', 0.67)]","[('rearranges', 0.67), ('knotted', 0.66), ('serially', 0.66), ('pegs', 0.66)]","[('teflon', 0.71), ('scallop', 0.71), ('bladed', 0.71), ('hammers', 0.71)]"
774,cardigan,object,"[('corgi', 0.89), ('rinaldo', 0.88), ('keppel', 0.88), ('puri', 0.88)]","[('weasels', 0.72), ('kingsbridge', 0.71), ('dekalb', 0.7), ('buckhead', 0.7)]","[('perthshire', 0.7), ('bromwich', 0.7), ('nottinghamshire', 0.7), ('oldham', 0.7)]","[('grunting', 0.73), ('opal', 0.73), ('cellophane', 0.73), ('pumice', 0.72)]"
775,pot,object,"[('cart', 0.74), ('spoon', 0.73), ('cream', 0.73), ('cake', 0.71)]","[('leaping', 0.72), ('basket', 0.69), ('fingerboard', 0.68), ('dirt', 0.67)]","[('turns', 0.61), ('balls', 0.61), ('rolled', 0.6), ('betting', 0.59)]","[('hook', 0.75), ('padded', 0.74), ('conical', 0.73), ('tail', 0.73)]"
776,hamper,object,"[('dampen', 0.75), ('arouse', 0.72), ('negate', 0.72), ('motivate', 0.71)]","[('degrades', 0.62), ('radiate', 0.62), ('flatten', 0.62), ('quantize', 0.61)]","[('maximise', 0.68), ('recoup', 0.68), ('materialize', 0.67), ('tilting', 0.67)]","[('flatten', 0.69), ('detoxify', 0.66), ('oxidize', 0.66), ('degrade', 0.66)]"
777,ping-pong_ball,object,"[('kick', 0.84), ('batter', 0.83), ('cue', 0.8), ('foul', 0.78)]","[('kicking', 0.76), ('throws', 0.71), ('kicks', 0.7), ('kick', 0.7)]","[('cue', 0.7), ('kicking', 0.68), ('kicks', 0.68), ('kicker', 0.67)]","[('kick', 0.74), ('cue', 0.72), ('stick', 0.72), ('balls', 0.71)]"
778,pencil_box,object,"[('punch', 0.72), ('tape', 0.72), ('blank', 0.72), ('cardboard', 0.7)]","[('presses', 0.7), ('cardboard', 0.69), ('punch', 0.69), ('tape', 0.69)]","[('cardboard', 0.74), ('stub', 0.72), ('dominos', 0.71), ('forehand', 0.7)]","[('buttons', 0.74), ('pedal', 0.74), ('cardboard', 0.72), ('tape', 0.71)]"
779,apron,object,"[('procol', 0.76), ('beli', 0.76), ('meusel', 0.76), ('windu', 0.75)]","[('staring', 0.7), ('smeared', 0.68), ('crashing', 0.68), ('sneak', 0.68)]","[('shuffles', 0.77), ('crammed', 0.75), ('bikers', 0.75), ('ocarina', 0.75)]","[('fingerboard', 0.74), ('angled', 0.73), ('padded', 0.72), ('nailing', 0.71)]"
780,punching_bag,object,"[('padded', 0.87), ('rope', 0.83), ('wrist', 0.83), ('nose', 0.82)]","[('padded', 0.84), ('sliding', 0.81), ('pots', 0.8), ('dirt', 0.8)]","[('punches', 0.82), ('forehand', 0.82), ('shuffles', 0.81), ('hooking', 0.8)]","[('padded', 0.88), ('pads', 0.83), ('hook', 0.82), ('rope', 0.81)]"
781,backpack,object,"[('detonator', 0.76), ('tripod', 0.75), ('sideways', 0.75), ('winch', 0.74)]","[('lifts', 0.73), ('bouncing', 0.7), ('rack', 0.7), ('leaping', 0.69)]","[('cages', 0.75), ('tumbling', 0.75), ('punts', 0.74), ('shuffles', 0.73)]","[('sideways', 0.77), ('padded', 0.77), ('tires', 0.74), ('lifts', 0.72)]"
782,groom,object,"[('harbor', 0.68), ('pond', 0.68), ('submerged', 0.67), ('underwater', 0.67)]","[('walking', 0.67), ('gouged', 0.65), ('washed', 0.64), ('staring', 0.64)]","[('exits', 0.63), ('trips', 0.63), ('shuttles', 0.62), ('entrances', 0.62)]","[('underneath', 0.72), ('padded', 0.69), ('ceiling', 0.68), ('trunk', 0.67)]"
783,pencil_sharpener,object,"[('cardboard', 0.77), ('blank', 0.7), ('tape', 0.69), ('ink', 0.68)]","[('cardboard', 0.66), ('presses', 0.66), ('pulls', 0.65), ('fingerboard', 0.63)]","[('dominos', 0.64), ('finishes', 0.64), ('discards', 0.63), ('shuffles', 0.62)]","[('pedal', 0.75), ('pickups', 0.73), ('padded', 0.72), ('ink', 0.71)]"
784,broom,object,"[('snapping', 0.8), ('swinging', 0.79), ('hips', 0.76), ('puck', 0.76)]","[('pulls', 0.77), ('bouncing', 0.75), ('leaping', 0.74), ('rolled', 0.74)]","[('bouncing', 0.72), ('kickoffs', 0.71), ('snapping', 0.7), ('backhand', 0.7)]","[('fingerboard', 0.8), ('padded', 0.78), ('hook', 0.77), ('bouncing', 0.76)]"
785,mosquito_net,object,"[('compost', 0.69), ('bubble', 0.64), ('vb', 0.61), ('bug', 0.6)]","[('compost', 0.62), ('spills', 0.61), ('bike', 0.61), ('lifts', 0.61)]","[('scrubbing', 0.65), ('hover', 0.65), ('viewership', 0.64), ('stall', 0.64)]","[('tire', 0.69), ('compost', 0.69), ('balloon', 0.68), ('folding', 0.68)]"
786,Polaroid_camera,object,"[('cameras', 0.74), ('tracking', 0.73), ('tape', 0.72), ('recorder', 0.7)]","[('cameras', 0.71), ('tape', 0.7), ('recorder', 0.69), ('tracking', 0.69)]","[('zooms', 0.77), ('cctv', 0.77), ('shutter', 0.76), ('panning', 0.76)]","[('cockpit', 0.74), ('tube', 0.73), ('recorder', 0.73), ('cameras', 0.73)]"
787,space_bar,object,"[('loop', 0.64), ('operator', 0.64), ('plane', 0.63), ('hole', 0.61)]","[('locked', 0.62), ('sliding', 0.62), ('notch', 0.62), ('rolled', 0.61)]","[('cancels', 0.68), ('rotations', 0.65), ('intersects', 0.63), ('intersections', 0.63)]","[('vertical', 0.71), ('tube', 0.68), ('rectangular', 0.68), ('cone', 0.68)]"
788,cup,object,"[('championship', 0.85), ('championships', 0.83), ('finals', 0.79), ('champions', 0.78)]","[('cups', 0.62), ('finals', 0.6), ('standings', 0.59), ('championships', 0.58)]","[('finals', 0.67), ('championship', 0.66), ('uefa', 0.65), ('cups', 0.65)]","[('cups', 0.65), ('jets', 0.59), ('drag', 0.57), ('hook', 0.56)]"
789,racket,object,"[('softball', 0.7), ('volleyball', 0.68), ('winger', 0.68), ('honus', 0.67)]","[('softball', 0.62), ('kicking', 0.61), ('flyers', 0.61), ('fielders', 0.6)]","[('kickoffs', 0.72), ('punts', 0.7), ('piste', 0.69), ('kicks', 0.69)]","[('elbow', 0.68), ('hook', 0.68), ('sloped', 0.65), ('roundhouse', 0.64)]"
790,traffic_light,object,"[('noise', 0.7), ('sunlight', 0.68), ('beam', 0.68), ('currents', 0.67)]","[('sunlight', 0.69), ('tunnels', 0.68), ('currents', 0.68), ('wires', 0.66)]","[('congestion', 0.76), ('shuttles', 0.7), ('commuting', 0.7), ('lanes', 0.7)]","[('shaft', 0.72), ('noise', 0.71), ('beam', 0.71), ('traction', 0.71)]"
791,quill,object,"[('pizzicato', 0.74), ('languid', 0.74), ('guyed', 0.73), ('erasure', 0.73)]","[('somersault', 0.67), ('fingerboard', 0.66), ('trios', 0.66), ('canvases', 0.65)]","[('shuffles', 0.68), ('dominos', 0.67), ('outs', 0.66), ('crammed', 0.66)]","[('hammers', 0.74), ('fingerboard', 0.74), ('padded', 0.73), ('plucking', 0.72)]"
792,radio,object,"[('broadcasts', 0.78), ('broadcast', 0.78), ('broadcasting', 0.75), ('television', 0.73)]","[('broadcasts', 0.67), ('broadcast', 0.58), ('freeform', 0.57), ('broadcasting', 0.56)]","[('broadcast', 0.67), ('broadcasts', 0.66), ('airs', 0.61), ('fm', 0.61)]","[('transmitters', 0.61), ('transmitter', 0.59), ('repeater', 0.58), ('microwave', 0.58)]"
793,dough,object,"[('seaweed', 0.85), ('sliced', 0.84), ('udon', 0.84), ('whey', 0.83)]","[('chopped', 0.77), ('vats', 0.74), ('leaping', 0.74), ('dipped', 0.74)]","[('bushes', 0.71), ('curd', 0.69), ('boil', 0.68), ('sticky', 0.68)]","[('sticky', 0.78), ('curd', 0.78), ('pellets', 0.78), ('padded', 0.77)]"
794,cuirass,object,"[('buckle', 0.64), ('kittiwake', 0.64), ('tart', 0.64), ('breastplate', 0.63)]","[('pounding', 0.64), ('dries', 0.63), ('bounces', 0.63), ('thickens', 0.62)]","[('shuffles', 0.79), ('foreleg', 0.76), ('umbilicus', 0.76), ('forearms', 0.76)]","[('conical', 0.66), ('sloped', 0.66), ('padded', 0.65), ('tapered', 0.65)]"
795,military_uniform,object,"[('defence', 0.58), ('fixed', 0.58), ('bases', 0.56), ('tactical', 0.55)]","[('bases', 0.63), ('regular', 0.54), ('fixed', 0.54), ('trunk', 0.54)]","[('conscript', 0.61), ('baseline', 0.61), ('departing', 0.6), ('enrollments', 0.6)]","[('bases', 0.64), ('vertical', 0.63), ('mounted', 0.63), ('ammunition', 0.6)]"
796,lipstick,object,"[('frid', 0.88), ('baywatch', 0.87), ('bijelo', 0.87), ('ptarmigan', 0.87)]","[('snuck', 0.76), ('sneaks', 0.74), ('smeared', 0.73), ('combed', 0.73)]","[('thumbs', 0.71), ('sneaking', 0.71), ('snuck', 0.71), ('nods', 0.71)]","[('teflon', 0.78), ('buttocks', 0.75), ('lengthwise', 0.74), ('cellophane', 0.74)]"
797,shower_cap,object,"[('violet', 0.81), ('cock', 0.8), ('nut', 0.79), ('phosphor', 0.78)]","[('leaping', 0.77), ('dipped', 0.76), ('dirt', 0.76), ('sliding', 0.76)]","[('climbs', 0.71), ('notched', 0.7), ('stopwatch', 0.7), ('nap', 0.7)]","[('padded', 0.8), ('phosphor', 0.79), ('conical', 0.79), ('hook', 0.78)]"
798,monitor,object,"[('tracking', 0.69), ('dump', 0.69), ('transmit', 0.69), ('scan', 0.68)]","[('lifts', 0.64), ('slides', 0.59), ('ramps', 0.59), ('transmit', 0.58)]","[('slides', 0.57), ('centerline', 0.57), ('forwarding', 0.57), ('ramp', 0.57)]","[('scan', 0.69), ('lifts', 0.69), ('brake', 0.68), ('loading', 0.68)]"
799,oscilloscope,object,"[('altimeter', 0.81), ('impeller', 0.77), ('electromagnet', 0.76), ('overhand', 0.76)]","[('bouncing', 0.67), ('oscillating', 0.67), ('angled', 0.64), ('accumulates', 0.64)]","[('shutter', 0.74), ('bouncing', 0.72), ('adjusts', 0.72), ('tumbling', 0.71)]","[('oscillating', 0.72), ('axle', 0.71), ('angled', 0.71), ('resonator', 0.7)]"
800,mitten,object,"[('sendai', 0.83), ('osage', 0.81), ('satin', 0.81), ('genesee', 0.81)]","[('dries', 0.7), ('snuck', 0.7), ('chilly', 0.69), ('boardwalk', 0.68)]","[('piste', 0.77), ('bikers', 0.76), ('gouged', 0.74), ('backcountry', 0.73)]","[('lengthwise', 0.72), ('grunting', 0.72), ('silty', 0.72), ('melts', 0.7)]"
801,brassiere,object,"[('tapered', 0.68), ('shiny', 0.63), ('yellowish', 0.61), ('pubic', 0.61)]","[('bouncing', 0.66), ('drops', 0.66), ('fingerboard', 0.65), ('lifts', 0.64)]","[('backcountry', 0.69), ('roundhouse', 0.66), ('piste', 0.66), ('disarticulation', 0.66)]","[('tapered', 0.74), ('cylindrical', 0.71), ('conical', 0.7), ('fermenting', 0.7)]"
802,French_loaf,object,"[('pita', 0.64), ('boudin', 0.63), ('champagne', 0.62), ('tati', 0.62)]","[('chopped', 0.61), ('battering', 0.61), ('smashes', 0.6), ('meuse', 0.6)]","[('mattresses', 0.66), ('kickers', 0.66), ('bouche', 0.66), ('stroll', 0.66)]","[('straps', 0.68), ('padded', 0.67), ('fingerboard', 0.66), ('grunting', 0.66)]"
